article_id,title,title_clean,framing_label,confidence,media_name,media_group,event_type,date
41e90f4635f3,"한은, 올해 경제성장률 전망 1.7%→1.6% 소폭 조정","한은, 올해 경제성장률 전망 1.7%→1.6% 소폭 조정",pessimistic,0.91774213,매일경제TV,경제지,GDP_성장률,
239380c79a33,일본 2분기 경제성장률 1.5%…3분기 연속 플러스 성장,일본 2분기 경제성장률 1.5%…3분기 연속 플러스 성장,neutral,0.9635212,매일경제TV,경제지,GDP_성장률,
7acd8e90e14f,일본 2분기 경제성장률 0.8%로 '플러스 전환',일본 2분기 경제성장률 0.8%로 '플러스 전환',optimistic,0.8852119,매일경제TV,경제지,GDP_성장률,
c2aa07ef3166,"한국 성장률, 부동산 탓에 추락할 듯…기업 체감경기 코로나 이후 최악","한국 성장률, 부동산 탓에 추락할 듯…기업 체감경기 코로나 이후 최악",alarmist,0.9967397,매일경제TV,경제지,GDP_성장률,
ab504fdabd77,"글로벌 기관, 올해 한국 성장률 1%대 전망","글로벌 기관, 올해 한국 성장률 1%대 전망",optimistic,0.9971945,매일경제TV,경제지,GDP_성장률,
11d7b436fd13,"소비 회복·수출 호조에…2분기 성장률 0.7%, 속보치보다 0.1%p↑","소비 회복·수출 호조에…2분기 성장률 0.7%, 속보치보다 0.1%p↑",optimistic,0.98616207,매일경제TV,경제지,GDP_성장률,
922bb038dcde,"중 ""올해 성장률 목표 4.5∼5%""…국방예산 5년 연속 7%대 증액","중 ""올해 성장률 목표 4.5∼5%""…국방예산 5년 연속 7%대 증액",neutral,0.9958792,매일경제TV,경제지,GDP_성장률,
3f0e574c58e5,"한은, 기준금리 2.50% '6연속 동결'…성장률 2.0%로 상향","한은, 기준금리 2.50% '6연속 동결'…성장률 2.0%로 상향",optimistic,0.83517265,매일경제TV,경제지,GDP_성장률,
f39dac92a084,죄송합니다.현재 페이지를 찾을 수 없습니다.,죄송합니다.현재 페이지를 찾을 수 없습니다.,pessimistic,0.77290595,미주중앙일보,기타,GDP_성장률,
53f90885a5a1,경제 실적 예상보다 저조…4분기 성장률 잠정치 2.7%,경제 실적 예상보다 저조…4분기 성장률 잠정치 2.7%,pessimistic,0.99655306,미주중앙일보,기타,GDP_성장률,
e6f255b23cb6,[브리프] '2분기 경제성장률 2%대 유지'외,'2분기 경제성장률 2%대 유지'외,neutral,0.9974935,미주중앙일보,기타,GDP_성장률,
b55a36f4ffe7,올해 성장률 1.3% →2.2%로 상향…실물경제협회 전망치 발표,올해 성장률 1.3% →2.2%로 상향…실물경제협회 전망치 발표,optimistic,0.9438765,미주중앙일보,기타,GDP_성장률,
26d8c21d4ad4,수출 부진에 충격의 2분기 성장률 ‘-3.2%’,수출 부진에 충격의 2분기 성장률 ‘-3.2%’,alarmist,0.99717486,서울경제TV,경제지,GDP_성장률,
989ca18e54e5,"2분기 GDP성장률 0.7%…""민간소비 회복""","2분기 GDP성장률 0.7%…""민간소비 회복""",optimistic,0.9974203,서울경제TV,경제지,GDP_성장률,
e32e1d129f8b,"중국 4분기 국내총생산(GDP) 성장률4.0%, 시장 전망치보다는 상회","중국 4분기 국내총생산(GDP) 성장률4.0%, 시장 전망치보다는 상회",neutral,0.5404565,서울경제TV,경제지,GDP_성장률,
6683ed879fed,"무협 “러-우 전쟁 1주년, 세계 경제성장률 둔화”…보고서 발간","무협 “러-우 전쟁 1주년, 세계 경제성장률 둔화”…보고서 발간",pessimistic,0.9956393,서울경제TV,경제지,GDP_성장률,
e3f1010f87b0,[SEN 15주년 특별기획 - 인구절벽 성장 시계 돌려라②]“일할 사람 없어진다” 잠재성장률 ‘뚝뚝’,“일할 사람 없어진다” 잠재성장률 ‘뚝뚝’,alarmist,0.9967349,서울경제TV,경제지,GDP_성장률,
9fa5495daa28,"한국은행, 기준금리 5연속 동결…내년 성장률 2.2%로  하향","한국은행, 기준금리 5연속 동결…내년 성장률 2.2%로  하향",pessimistic,0.996473,서울경제TV,경제지,GDP_성장률,
341e82bff75e,"한은, 기준금리 2.50% 동결·성장률 전망치 0.9%로 상향 조정","한은, 기준금리 2.50% 동결·성장률 전망치 0.9%로 상향 조정",optimistic,0.99682957,서울경제TV,경제지,GDP_성장률,
3a07e6288d66,"4분기 성장률 -0.28%…韓, 주요국 중 22위 ‘최하위권’","4분기 성장률 -0.28%…韓, 주요국 중 22위 ‘최하위권’",comparative,0.99885035,서울경제TV,경제지,GDP_성장률,
b35a393e4118,"진웅섭 ""2019년 주담대 증가율, GDP성장률 이내로 안정화""","진웅섭 ""2019년 주담대 증가율, GDP성장률 이내로 안정화""",neutral,0.9905633,한국경제TV,경제지,GDP_성장률,2016-05-11
8dc1953f00cc,"브라질 정부, GDP 성장률 2년 연속 -3.8% 전망","브라질 정부, GDP 성장률 2년 연속 -3.8% 전망",pessimistic,0.996997,연합뉴스,통신사/방송,GDP_성장률,2016-05-21
5191bc17114e,"KDI, 올해 GDP 성장률 전망 3.0%->2.6% 하향","KDI, 올해 GDP 성장률 전망 3.0%->2.6% 하향",pessimistic,0.99750227,한국경제TV,경제지,GDP_성장률,2016-05-24
7b2ae3573450,인도 1~3월 GDP성장률 7/9%,인도 1~3월 GDP성장률 7/9%,neutral,0.9939275,서울경제,경제지,GDP_성장률,2016-05-31
a3e2f5eea47c,브라질 올해 1·4분기 GDP 성장률 -0.3%,브라질 올해 1·4분기 GDP 성장률 -0.3%,pessimistic,0.9977036,서울경제,경제지,GDP_성장률,2016-06-02
55e8e8663d84,"SC은행 ""브렉시트 영향으로 한국 GDP 성장률 낮아질 것""","SC은행 ""브렉시트 영향으로 한국 GDP 성장률 낮아질 것""",pessimistic,0.996938,서울경제,경제지,GDP_성장률,2016-06-29
f2101f66b236,"""경제성장률 높이자"" 中, GDP에 공유경제도 집어넣으려 골몰","""경제성장률 높이자"" 中, GDP에 공유경제도 집어넣으려 골몰",neutral,0.9969164,연합뉴스,통신사/방송,GDP_성장률,2016-07-05
14d5dee6d2bc,[후강퉁 투자전략] 2분기 GDP 성장률 6.7%…예상치 웃돌아,2분기 GDP 성장률 6.7%…예상치 웃돌아,comparative,0.99768364,SBS Biz,경제지,GDP_성장률,2016-07-15
133e074bd60a,중국 2분기 GDP성장률 6.7%···예상 웃돌아,중국 2분기 GDP성장률 6.7%···예상 웃돌아,comparative,0.99493355,서울경제,경제지,GDP_성장률,2016-07-15
8e34689aacc1,2분기 경제 성적표 나왔다…실질 GDP 성장률 '0.7%',2분기 경제 성적표 나왔다…실질 GDP 성장률 '0.7%',neutral,0.9981036,SBS Biz,경제지,GDP_성장률,2016-07-26
0fd1f0256baf,"2분기 한국 GDP 성장률, 전분기 대비 0.7% 늘어 ‘선방’","2분기 한국 GDP 성장률, 전분기 대비 0.7% 늘어 ‘선방’",optimistic,0.99788,매일경제,경제지,GDP_성장률,2016-07-26
0ad7dc802bb3,성장엔진 식어가는 한국…2분기 GDP 0.7% 증가 그쳐,성장엔진 식어가는 한국…2분기 GDP 0.7% 증가 그쳐,pessimistic,0.9979747,한국경제,경제지,GDP_성장률,2016-07-26
0262f7039eb4,미 2분기 GDP 잠정성장률 1.2%…예상 크게 밑돌아,미 2분기 GDP 잠정성장률 1.2%…예상 크게 밑돌아,pessimistic,0.9956856,SBS,통신사/방송,GDP_성장률,2016-07-29
7baf3987d3e0,미 2분기 성장률 1.2%..예상 하회,미 2분기 성장률 1.2%..예상 하회,pessimistic,0.54722166,서울경제,경제지,GDP_성장률,2016-07-29
c7e7bb06c74b,中 경제의 '고민'…지역별 GDP 성장률 '양극화',中 경제의 '고민'…지역별 GDP 성장률 '양극화',pessimistic,0.96403074,연합뉴스,통신사/방송,GDP_성장률,2016-07-29
9937f570b4d7,대만 2분기 GDP 성장률 0.69%…4분기만에 겨우 플러스 회복,대만 2분기 GDP 성장률 0.69%…4분기만에 겨우 플러스 회복,optimistic,0.98763055,연합뉴스,통신사/방송,GDP_성장률,2016-07-29
39485280755f,美 2분기 GDP 성장률 1.2%…저성장 국면 진입했나,美 2분기 GDP 성장률 1.2%…저성장 국면 진입했나,pessimistic,0.9979395,SBS Biz,경제지,GDP_성장률,2016-08-01
b983046f4f04,[CNBC] 美 2분기 GDP 성장률 부진…깊어지는 저성장 우려,美 2분기 GDP 성장률 부진…깊어지는 저성장 우려,pessimistic,0.99492407,SBS Biz,경제지,GDP_성장률,2016-08-01
2366de13d7f5,美 GDP 성장률 부진에…글로벌 달러 '초약세',美 GDP 성장률 부진에…글로벌 달러 '초약세',alarmist,0.8689008,SBS Biz,경제지,GDP_성장률,2016-08-01
73378f0f566c,[현문학 기자의 돈되는 중국경제] 통계 방식 바꿔 가며 성장률에 집착하는 이유,통계 방식 바꿔 가며 성장률에 집착하는 이유,neutral,0.9977133,매일경제,경제지,GDP_성장률,2016-08-01
3bfc83c5bcac,"원·달러 환율, 美 GDP 쇼크에 13개월만에 1110원대로 '뚝'","원·달러 환율, 美 GDP 쇼크에 13개월만에 1110원대로 '뚝'",alarmist,0.9971577,한국경제,경제지,GDP_성장률,2016-08-01
e88a63051858,"인도, 조세개혁 한방에 성장률 2%P 끌어올린다","인도, 조세개혁 한방에 성장률 2%P 끌어올린다",optimistic,0.98483384,매일경제,경제지,GDP_성장률,2016-08-04
d628422b6e8c,"한은, 금리 5번 내렸는데 0%대 성장률에 가계빚만 200조 급증","한은, 금리 5번 내렸는데 0%대 성장률에 가계빚만 200조 급증",alarmist,0.90791655,연합뉴스,통신사/방송,GDP_성장률,2016-08-07
632d4b9cfaf6,미국 경제 '고용 서프라이즈'…1주일 만에 GDP 쇼크 털었다,미국 경제 '고용 서프라이즈'…1주일 만에 GDP 쇼크 털었다,optimistic,0.9978453,한국경제,경제지,GDP_성장률,2016-08-07
55268b8affd1,야당 '선결조건'에 제동걸린 추경…성장률 2%대 초반 추락 우려,야당 '선결조건'에 제동걸린 추경…성장률 2%대 초반 추락 우려,alarmist,0.9682551,연합뉴스,통신사/방송,GDP_성장률,2016-08-08
615bc38fecbf,[재정건전화법 입법예고] 나랏빚 GDP의 157%로 급증...'2060년 충격' 우려에 나라살림 '새 틀' 짠다,나랏빚 GDP의 157%로 급증...'2060년 충격' 우려에 나라살림 '새 틀' 짠다,alarmist,0.9970482,서울경제,경제지,GDP_성장률,2016-08-09
0542dd9a818c,"中·獨 경제연구소 ""올해 중국 성장률 6.65%도 가능""","中·獨 경제연구소 ""올해 중국 성장률 6.65%도 가능""",optimistic,0.9856464,연합뉴스,통신사/방송,GDP_성장률,2016-08-09
ac2cae2a5135,싱가포르 2분기 GDP 전기比 0.3% 증가 그쳐…올 성장전망 하향,싱가포르 2분기 GDP 전기比 0.3% 증가 그쳐…올 성장전망 하향,pessimistic,0.99791366,연합뉴스,통신사/방송,GDP_성장률,2016-08-11
239523af8e55,성장률 내려 앉는데도 고용 느는 中··· 제조업에서 서비스업으로 구조개혁 본궤도 올랐다,성장률 내려 앉는데도 고용 느는 中··· 제조업에서 서비스업으로 구조개혁 본궤도 올랐다,defensive,0.9954426,서울경제,경제지,GDP_성장률,2016-08-12
6d4e30a5f520,"IMF ""中 위안화가치, 현 경제여건서 적정…올 GDP 성장률 6.6%""","IMF ""中 위안화가치, 현 경제여건서 적정…올 GDP 성장률 6.6%""",neutral,0.96371424,연합뉴스,통신사/방송,GDP_성장률,2016-08-12
be57cd2b3da4,0.0%…日 2분기 성장률 제자리걸음,0.0%…日 2분기 성장률 제자리걸음,pessimistic,0.996965,매일경제,경제지,GDP_성장률,2016-08-15
6d1a8843aad4,일본 2Q GDP 전 분기 대비 0% 증가,일본 2Q GDP 전 분기 대비 0% 증가,pessimistic,0.99461234,서울경제,경제지,GDP_성장률,2016-08-15
9c79707eb3bb,[CNBC] 日 2분기 성장률 제자리걸음…아베노믹스 회의론 확산,日 2분기 성장률 제자리걸음…아베노믹스 회의론 확산,pessimistic,0.9979809,SBS Biz,경제지,GDP_성장률,2016-08-16
7b7c65333f80,"""2060년 국가채무, GDP 152%""","""2060년 국가채무, GDP 152%""",alarmist,0.9909288,한국경제,경제지,GDP_성장률,2016-08-16
fb686cbd7b58,"무디스, 중국 올해 성장률 전망치 상향","무디스, 중국 올해 성장률 전망치 상향",optimistic,0.995159,SBS Biz,경제지,GDP_성장률,2016-08-18
f5d2be24e74c,"브라질 정부, 2017년 성장률 전망치 1.6%로 공식 상향조정","브라질 정부, 2017년 성장률 전망치 1.6%로 공식 상향조정",optimistic,0.99542207,서울경제,경제지,GDP_성장률,2016-08-18
9254cf2181d5,필리핀 성장에 가속도…2분기 GDP 7% 늘며 전망치 웃돌아,필리핀 성장에 가속도…2분기 GDP 7% 늘며 전망치 웃돌아,comparative,0.64734954,연합뉴스,통신사/방송,GDP_성장률,2016-08-18
855f973f39a9,"무디스, 중국 올해 성장률 전망치 6.3%→6.6% 상향","무디스, 중국 올해 성장률 전망치 6.3%→6.6% 상향",optimistic,0.98957145,한국경제TV,경제지,GDP_성장률,2016-08-18
31553fb66966,필리핀 경제 `두테르테 파워`…2분기 GDP 7% 깜짝 성장,필리핀 경제 `두테르테 파워`…2분기 GDP 7% 깜짝 성장,optimistic,0.996985,매일경제,경제지,GDP_성장률,2016-08-19
114b83f32ed4,두테르테의 힘?…필리핀 2분기 ‘깜짝 성장률’,두테르테의 힘?…필리핀 2분기 ‘깜짝 성장률’,optimistic,0.9951303,매일경제,경제지,GDP_성장률,2016-08-19
37764f9e15e6,"美연준 부의장, “물가 목표치에 접근..GDP 성장률 회복될 것”","美연준 부의장, “물가 목표치에 접근..GDP 성장률 회복될 것”",optimistic,0.9966131,한국경제,경제지,GDP_성장률,2016-08-22
2e55f0ff7277,"""새 경제지표 만들자""...GDP '20세기 유산' 되나","""새 경제지표 만들자""...GDP '20세기 유산' 되나",neutral,0.5022736,서울경제,경제지,GDP_성장률,2016-08-23
d73b7e3597bd,멕시코 올해 경제성장률 전망 2.2∼3.2%→2.0∼2.6%로 하향,멕시코 올해 경제성장률 전망 2.2∼3.2%→2.0∼2.6%로 하향,pessimistic,0.996653,연합뉴스,통신사/방송,GDP_성장률,2016-08-24
2998c8ac3b54,"대만 정부, 최악의 실적에도 성장률 상향조정 '적정성 논란'","대만 정부, 최악의 실적에도 성장률 상향조정 '적정성 논란'",defensive,0.98786956,연합뉴스,통신사/방송,GDP_성장률,2016-08-24
972efca20ae4,英 2·4분기 GDP 성장률 수정치 전 분기 대비 0.6%···예비치 부합,英 2·4분기 GDP 성장률 수정치 전 분기 대비 0.6%···예비치 부합,neutral,0.9930113,서울경제,경제지,GDP_성장률,2016-08-26
21cc26faa9df,미국 2Q 경제성장률 1.1%로 하향 수정,미국 2Q 경제성장률 1.1%로 하향 수정,pessimistic,0.99721515,서울경제,경제지,GDP_성장률,2016-08-26
1b94ed97fe6a,"시티그룹 ""트럼프 당선시 세계 GDP 0.7~0.8%p↓""","시티그룹 ""트럼프 당선시 세계 GDP 0.7~0.8%p↓""",pessimistic,0.9969079,연합뉴스,통신사/방송,GDP_성장률,2016-08-26
9532f0fdc9df,미국 2분기 경제성장률 1.1%로 하향 수정(종합),미국 2분기 경제성장률 1.1%로 하향 수정(종합),pessimistic,0.99748,연합뉴스,통신사/방송,GDP_성장률,2016-08-26
d3f4c693a617,"러 정부, 올해 성장률 마이너스 0.2%→0.6%로 하향조정","러 정부, 올해 성장률 마이너스 0.2%→0.6%로 하향조정",pessimistic,0.9969476,연합뉴스,통신사/방송,GDP_성장률,2016-08-30
72a8b88817c4,[취재파일] 내년 말 국가채무 682.7조 원…GDP의 40% 돌파,내년 말 국가채무 682.7조 원…GDP의 40% 돌파,alarmist,0.99095356,SBS,통신사/방송,GDP_성장률,2016-08-31
f50670e0975a,브라질 2분기 성장률 -0.6%…6분기 연속 역성장,브라질 2분기 성장률 -0.6%…6분기 연속 역성장,alarmist,0.92264014,SBS,통신사/방송,GDP_성장률,2016-09-01
e4cbcbaa4260,인도 2분기 GDP 성장률 부진,인도 2분기 GDP 성장률 부진,pessimistic,0.9977228,SBS Biz,경제지,GDP_성장률,2016-09-01
75add254ed02,2분기 경제성장률 전기比 0.8%…실질 GNI 1년 9개월 만에 감소(종합),2분기 경제성장률 전기比 0.8%…실질 GNI 1년 9개월 만에 감소(종합),pessimistic,0.9976362,매일경제,경제지,GDP_성장률,2016-09-02
9eee52d13aa7,2분기 성장률 0.8%…국민소득은 1년9개월만에 감소(종합),2분기 성장률 0.8%…국민소득은 1년9개월만에 감소(종합),pessimistic,0.9977221,연합뉴스,통신사/방송,GDP_성장률,2016-09-02
480ccc7f4729,"끊이지 않는 부패에 경제성장률은 추락…결국 탄핵당한 호세프, 브라질 좌파정권 몰락","끊이지 않는 부패에 경제성장률은 추락…결국 탄핵당한 호세프, 브라질 좌파정권 몰락",alarmist,0.9858144,한국경제,경제지,GDP_성장률,2016-09-02
09928112b304,2분기 국민총소득 -0.4%…5년6개월만에 최저,2분기 국민총소득 -0.4%…5년6개월만에 최저,alarmist,0.99428374,한국경제TV,경제지,GDP_성장률,2016-09-02
d23f615037cf,[차茶경제] 가계부채 1300조 시대…시한폭탄,가계부채 1300조 시대…시한폭탄,alarmist,0.9966127,SBS,통신사/방송,GDP_성장률,2016-09-05
c3e2bac67805,한국은행 9월 금통위에 쏠린 눈…기준금리 동결 ‘유력’,한국은행 9월 금통위에 쏠린 눈…기준금리 동결 ‘유력’,neutral,0.9969952,매일경제,경제지,GDP_성장률,2016-09-05
91a5bb08b1f6,9개월째 무정부상태…스페인 정치는 엉망인데 경제는 잘굴러가네,9개월째 무정부상태…스페인 정치는 엉망인데 경제는 잘굴러가네,alarmist,0.72200847,매일경제,경제지,GDP_성장률,2016-09-05
96cb7d163a78,한은 경제전망 정확해지나…데이터 수집·처리 자동화,한은 경제전망 정확해지나…데이터 수집·처리 자동화,neutral,0.99261487,연합뉴스,통신사/방송,GDP_성장률,2016-09-05
f9ba7b360388,[증시라인13] 美 고용지표 이면 베이지북 결과 `긴장`,美 고용지표 이면 베이지북 결과 `긴장`,neutral,0.9947338,한국경제TV,경제지,GDP_성장률,2016-09-05
e31e176be16c,3분기 GDP 성장률 0.7%...건설로 버텼지만 4분기째 0%대,3분기 GDP 성장률 0.7%...건설로 버텼지만 4분기째 0%대,pessimistic,0.97412735,서울경제,경제지,GDP_성장률,2016-10-25
b8baabde4c03,"IBK증권 “건설투자가 GDP 성장률 뒷받침…내년 경제 악영향으로 돌아온다""","IBK증권 “건설투자가 GDP 성장률 뒷받침…내년 경제 악영향으로 돌아온다""",pessimistic,0.99747986,경향신문,진보,GDP_성장률,2016-10-28
280ccaa401c9,美 3분기 GDP 성장률 3.2%…금리인상 가능성 커져,美 3분기 GDP 성장률 3.2%…금리인상 가능성 커져,neutral,0.8450419,매일경제,경제지,GDP_성장률,2016-11-30
0f6193728fd8,"""유가 10% 하락하면 GDP 성장률 연평균 0.06%p↑""","""유가 10% 하락하면 GDP 성장률 연평균 0.06%p↑""",neutral,0.95804256,연합뉴스,통신사/방송,GDP_성장률,2016-12-09
5c5c5d6b7033,"일본, 2017년 실질 GDP 성장률 1.5% 전망…올해보다 0.2%p↑","일본, 2017년 실질 GDP 성장률 1.5% 전망…올해보다 0.2%p↑",neutral,0.99788934,매일경제,경제지,GDP_성장률,2016-12-20
6ad6b830baa6,"이란 ""제재 해제 뒤 반기 GDP 6.5% 성장""","이란 ""제재 해제 뒤 반기 GDP 6.5% 성장""",optimistic,0.9960303,연합뉴스,통신사/방송,GDP_성장률,2017-01-08
954976b1dc4b,올해 첫 금통위…GDP 성장률 전망 발표,올해 첫 금통위…GDP 성장률 전망 발표,neutral,0.99845743,SBS Biz,경제지,GDP_성장률,2017-01-13
2acac1300208,"금융위기보다 무서운 태풍…""초대형 태풍, 1인당 GDP 15% 날려""","금융위기보다 무서운 태풍…""초대형 태풍, 1인당 GDP 15% 날려""",alarmist,0.9955563,연합뉴스,통신사/방송,GDP_성장률,2017-01-19
419811fefac0,'바오류(保六)' 시대 접어든 중국… 작년 경제성장률 6.7%(종합2보),'바오류(保六)' 시대 접어든 중국… 작년 경제성장률 6.7%(종합2보),neutral,0.87352514,연합뉴스,통신사/방송,GDP_성장률,2017-01-20
f3825d1b3349,한은 작년 경제성장률 25일 발표…2.7% 내외 예상,한은 작년 경제성장률 25일 발표…2.7% 내외 예상,neutral,0.9980989,연합뉴스,통신사/방송,GDP_성장률,2017-01-21
3f2f0873f370,"""중국 GDP 성장률 '선방'…경기 불안정성은 증가"" - HMC","""중국 GDP 성장률 '선방'…경기 불안정성은 증가"" - HMC",defensive,0.9545282,한국경제,경제지,GDP_성장률,2017-01-23
e5c3c5d47a5b,작년 GDP성장률 2.7%…2년 연속 2%대,작년 GDP성장률 2.7%…2년 연속 2%대,neutral,0.94973755,SBS Biz,경제지,GDP_성장률,2017-01-25
bb17dfccdfcc,[그래픽] 실질 국내총생산(GDP) 성장률 추이,실질 국내총생산(GDP) 성장률 추이,neutral,0.9982298,연합뉴스,통신사/방송,GDP_성장률,2017-01-25
b4698240b2ae,韓경제 한계에 봉착?…'기초체력' 잠재성장률 제고책 시급,韓경제 한계에 봉착?…'기초체력' 잠재성장률 제고책 시급,pessimistic,0.9955552,연합뉴스,통신사/방송,GDP_성장률,2017-01-25
8fd70abe1e54,'저성장 터널' 진입한 한국경제…잠재성장률도 2%대로 추락(종합),'저성장 터널' 진입한 한국경제…잠재성장률도 2%대로 추락(종합),alarmist,0.9970662,연합뉴스,통신사/방송,GDP_성장률,2017-01-25
023aeeb92ff2,작년 4분기 경제성장률 0.4%로 하락…연간은 2.7% 성장,작년 4분기 경제성장률 0.4%로 하락…연간은 2.7% 성장,pessimistic,0.99711823,연합뉴스,통신사/방송,GDP_성장률,2017-01-25
df0551697ed4,'저성장 터널' 진입한 한국경제…잠재성장률도 2%대로 추락,'저성장 터널' 진입한 한국경제…잠재성장률도 2%대로 추락,alarmist,0.9969874,연합뉴스,통신사/방송,GDP_성장률,2017-01-25
9b5d21c0cd5a,작년 GDP 성장률 2.7%…5분기 연속 0%대,작년 GDP 성장률 2.7%…5분기 연속 0%대,pessimistic,0.9944992,연합뉴스TV,통신사/방송,GDP_성장률,2017-01-25
0c249a2b392c,'저성장의 늪'에 빠진 한국 경제…작년 성장률 2.7%,'저성장의 늪'에 빠진 한국 경제…작년 성장률 2.7%,pessimistic,0.9956785,연합뉴스TV,통신사/방송,GDP_성장률,2017-01-25
92cef13feee9,"작년 성장률 2.7%, 올 전망치는 2.6%…한국경제 ‘저성장 늪’","작년 성장률 2.7%, 올 전망치는 2.6%…한국경제 ‘저성장 늪’",pessimistic,0.99781823,한겨레,진보,GDP_성장률,2017-01-25
9513b2082708,2016년 경제성장률 2.7%…건설투자 성장률 23년만에 최고,2016년 경제성장률 2.7%…건설투자 성장률 23년만에 최고,optimistic,0.99531555,한겨레,진보,GDP_성장률,2017-01-25
d1bcde316d2f,美 작년 4분기 잠정 경제성장률 1.9%…시장 예측 하회(종합),美 작년 4분기 잠정 경제성장률 1.9%…시장 예측 하회(종합),pessimistic,0.9666363,연합뉴스,통신사/방송,GDP_성장률,2017-01-27
